Customer_ID,Total_Account_Balance,Total_Credit_Limit,Late_Payments,Total_Payments,Accounts_Opened_Last_12_Months,Total_Accounts,Accounts_30Plus_Days_Late,Debt_to_Credit_Ratio,Late_Payment_Ratio,Recent_Credit_Opening_Ratio,Delinquency_Rate
37,4556,37254,13,117,4,4,2,0.12229559241960594,0.1111111111111111,1.0,0.5
38,4890,52362,15,139,0,8,2,0.09338833505213705,0.1079136690647482,0.0,0.25
39,42606,25128,9,65,2,9,1,1.6955587392550144,0.13846153846153847,0.2222222222222222,0.1111111111111111
40,31740,64383,9,57,2,7,3,0.4929872792507339,0.15789473684210525,0.2857142857142857,0.42857142857142855
41,15502,70545,11,161,4,5,2,0.2197462612516833,0.06832298136645963,0.8,0.4
42,22777,87180,8,119,3,6,1,0.261264051387933,0.06722689075630252,0.5,0.16666666666666666
43,11627,92958,0,91,1,6,0,0.1250779922115364,0.0,0.16666666666666666,0.0
44,9792,14865,4,54,4,8,0,0.658728557013118,0.07407407407407407,0.5,0.0
45,44323,7219,19,166,1,12,2,6.139770051253636,0.1144578313253012,0.08333333333333333,0.16666666666666666
46,44021,44809,7,49,3,3,2,0.9824142471378517,0.14285714285714285,1.0,0.6666666666666666
47,9433,10287,10,97,2,13,3,0.9169825993972975,0.10309278350515463,0.15384615384615385,0.23076923076923078
48,44001,39387,11,103,1,6,3,1.1171452509711326,0.10679611650485436,0.16666666666666666,0.5
49,12016,13512,0,132,0,12,2,0.8892835997631735,0.0,0.0,0.16666666666666666
50,24897,6342,19,44,0,6,1,3.9257332071901607,0.4318181818181818,0.0,0.16666666666666666
51,3612,68076,10,187,4,12,3,0.053058346553851575,0.053475935828877004,0.3333333333333333,0.25
52,24483,24216,4,107,3,3,2,1.011025768087215,0.037383177570093455,1.0,0.6666666666666666
53,49555,98070,14,33,4,11,3,0.505302335066789,0.42424242424242425,0.36363636363636365,0.2727272727272727
54,18159,84767,4,173,4,6,2,0.2142225158375311,0.023121387283236993,0.6666666666666666,0.3333333333333333
55,45974,31614,11,121,4,9,0,1.4542291389890556,0.09090909090909091,0.4444444444444444,0.0
56,41994,41258,4,169,0,14,2,1.0178389645644481,0.023668639053254437,0.0,0.14285714285714285
57,15541,98789,16,195,0,5,0,0.15731508568767777,0.08205128205128205,0.0,0.0
58,36920,47078,16,102,4,12,3,0.7842304261013637,0.1568627450980392,0.3333333333333333,0.25
59,27531,88524,11,129,0,14,2,0.3110004066693778,0.08527131782945736,0.0,0.14285714285714285
60,2585,17219,14,198,3,5,3,0.15012486207096812,0.0707070707070707,0.6,0.6
61,4943,5235,14,150,4,10,0,0.9442215854823305,0.09333333333333334,0.4,0.0
62,24939,47929,5,189,0,10,2,0.5203321579836842,0.026455026455026454,0.0,0.2
63,20457,72444,11,38,1,13,3,0.2823836342554249,0.2894736842105263,0.07692307692307693,0.23076923076923078
64,2021,13567,19,47,4,14,0,0.14896439890911772,0.40425531914893614,0.2857142857142857,0.0
65,12653,75792,17,192,4,3,3,0.16694374076419674,0.08854166666666667,1.3333333333333333,1.0
66,44573,70441,13,90,3,12,1,0.6327706875257307,0.14444444444444443,0.25,0.08333333333333333
67,14417,89555,1,82,2,4,0,0.1609848696331863,0.012195121951219513,0.5,0.0
68,41757,78698,8,92,2,10,0,0.5305979821596483,0.08695652173913043,0.2,0.0
69,10692,10415,4,143,3,3,0,1.026596255400864,0.027972027972027972,1.0,0.0
70,46758,41159,19,138,3,14,2,1.1360334313272917,0.13768115942028986,0.21428571428571427,0.14285714285714285
71,7873,48925,0,140,3,10,2,0.1609197751660705,0.0,0.3,0.2
72,6675,10951,2,38,2,10,2,0.6095333759474021,0.05263157894736842,0.2,0.2
73,1161,92388,5,194,3,4,1,0.012566567086634627,0.02577319587628866,0.75,0.25
74,38065,13007,4,161,0,6,1,2.926501114784347,0.024844720496894408,0.0,0.16666666666666666
75,27557,46832,4,139,4,8,0,0.5884224461906389,0.02877697841726619,0.5,0.0
76,34763,63596,0,185,4,14,1,0.5466224290835902,0.0,0.2857142857142857,0.07142857142857142
77,33606,35523,16,80,1,13,3,0.9460349632632379,0.2,0.07692307692307693,0.23076923076923078
78,12534,93861,18,183,1,11,0,0.1335378911368939,0.09836065573770492,0.09090909090909091,0.0
79,30127,91740,13,187,4,10,0,0.32839546544582515,0.06951871657754011,0.4,0.0
80,41397,20524,11,49,0,14,3,2.0170044825570064,0.22448979591836735,0.0,0.21428571428571427
81,26851,24282,9,28,2,10,0,1.105798533893419,0.32142857142857145,0.2,0.0
82,2016,28930,19,83,2,9,1,0.0696854476322157,0.2289156626506024,0.2222222222222222,0.1111111111111111
83,25253,5077,17,180,0,11,2,4.974000393933426,0.09444444444444444,0.0,0.18181818181818182
84,25276,25611,10,139,2,4,3,0.986919682948733,0.07194244604316546,0.5,0.75
85,24247,21984,1,71,3,5,1,1.102938500727802,0.014084507042253521,0.6,0.2
86,25300,19060,17,108,4,12,3,1.3273871983210912,0.1574074074074074,0.3333333333333333,0.25
87,9529,87985,6,161,4,10,3,0.10830255157129057,0.037267080745341616,0.4,0.3
88,18262,89056,14,72,0,8,0,0.20506198347107438,0.19444444444444445,0.0,0.0
89,10268,48303,10,97,2,12,0,0.21257478831542553,0.10309278350515463,0.16666666666666666,0.0
90,22271,64207,17,60,1,11,1,0.34686249162863864,0.2833333333333333,0.09090909090909091,0.09090909090909091
91,13185,80046,11,87,1,12,3,0.16471778727231842,0.12643678160919541,0.08333333333333333,0.25
92,22243,34287,5,27,2,6,0,0.648729839297693,0.18518518518518517,0.3333333333333333,0.0
93,40099,98709,19,21,1,10,0,0.4062344872301411,0.9047619047619048,0.1,0.0
94,9571,44711,12,124,0,12,3,0.21406365323969492,0.0967741935483871,0.0,0.25
95,40976,16954,19,144,0,5,1,2.416892768668161,0.13194444444444445,0.0,0.2
96,39044,78340,15,129,2,5,1,0.49839162624457495,0.11627906976744186,0.4,0.2
97,49984,77101,17,105,1,10,3,0.648292499448775,0.1619047619047619,0.1,0.3
98,41774,76520,9,188,0,7,1,0.545922634605332,0.047872340425531915,0.0,0.14285714285714285
99,3568,92062,7,139,0,5,0,0.03875649019139276,0.050359712230215826,0.0,0.0
100,3027,23574,17,146,3,12,3,0.12840417409009927,0.11643835616438356,0.25,0.25
101,3695,14184,0,35,3,13,0,0.2605047941342358,0.0,0.23076923076923078,0.0
102,49190,24096,7,81,0,3,2,2.041417662682603,0.08641975308641975,0.0,0.6666666666666666
103,6258,72728,5,132,2,5,2,0.08604663953360467,0.03787878787878788,0.4,0.4
104,23002,39016,4,195,4,14,1,0.5895530038958376,0.020512820512820513,0.2857142857142857,0.07142857142857142
105,40504,16246,14,177,4,11,2,2.4931675489351224,0.07909604519774012,0.36363636363636365,0.18181818181818182
106,34159,50558,14,31,0,7,0,0.6756398591716445,0.45161290322580644,0.0,0.0
107,14986,23381,1,54,0,14,2,0.6409477781104316,0.018518518518518517,0.0,0.14285714285714285
108,13666,41455,0,30,0,12,0,0.3296586660233989,0.0,0.0,0.0
109,39660,97263,10,83,2,4,1,0.4077604022084451,0.12048192771084337,0.5,0.25
110,4561,9018,9,69,3,9,1,0.5057662452872034,0.13043478260869565,0.3333333333333333,0.1111111111111111
111,27854,16302,17,168,0,4,0,1.7086247086247086,0.10119047619047619,0.0,0.0
112,39952,72506,17,88,0,6,2,0.5510164676026812,0.19318181818181818,0.0,0.3333333333333333
113,23662,46157,16,67,1,14,1,0.5126416361548628,0.23880597014925373,0.07142857142857142,0.07142857142857142
114,9392,59917,7,39,2,9,3,0.15675017106998013,0.1794871794871795,0.2222222222222222,0.3333333333333333
115,31535,97738,14,120,0,6,1,0.32264830465121036,0.11666666666666667,0.0,0.16666666666666666
116,14067,88122,7,191,1,9,2,0.15963096616055014,0.03664921465968586,0.1111111111111111,0.2222222222222222
117,49033,29519,16,180,4,9,3,1.661065754259968,0.08888888888888889,0.4444444444444444,0.3333333333333333
118,24599,92487,11,156,0,3,2,0.26597251505617003,0.07051282051282051,0.0,0.6666666666666666
119,36222,61819,7,87,0,8,0,0.5859363626069655,0.08045977011494253,0.0,0.0
120,12837,85910,13,54,1,11,3,0.1494238156209987,0.24074074074074073,0.09090909090909091,0.2727272727272727
121,15039,76324,3,84,2,4,2,0.19704155966668413,0.03571428571428571,0.5,0.5
122,31818,10408,0,27,0,5,3,3.0570714834742505,0.0,0.0,0.6
123,20115,64379,0,64,4,12,2,0.31244660525947904,0.0,0.3333333333333333,0.16666666666666666
124,11965,30053,18,106,0,7,3,0.398129970385652,0.16981132075471697,0.0,0.42857142857142855
125,25538,14446,15,194,4,11,2,1.7678250034611658,0.07731958762886598,0.36363636363636365,0.18181818181818182
126,43530,5922,13,187,3,6,0,7.350557244174265,0.06951871657754011,0.5,0.0
127,6056,56356,15,95,3,3,3,0.1074597203492086,0.15789473684210525,1.0,1.0
128,33482,15789,4,95,4,6,3,2.120590284375198,0.042105263157894736,0.6666666666666666,0.5
129,48716,71656,8,193,2,8,3,0.6798593278999665,0.04145077720207254,0.25,0.375
130,9110,49028,1,66,0,7,3,0.18581218895325122,0.015151515151515152,0.0,0.42857142857142855
131,14773,69484,17,34,0,3,0,0.21261009728858443,0.5,0.0,0.0
132,28266,37154,5,124,3,6,3,0.7607794584701513,0.04032258064516129,0.5,0.5
133,18412,87870,8,166,4,8,1,0.20953681575054056,0.04819277108433735,0.5,0.125
134,34270,7336,0,45,0,12,0,4.671483097055616,0.0,0.0,0.0
135,7910,72779,8,71,0,12,1,0.10868519765316918,0.11267605633802817,0.0,0.08333333333333333
136,46453,24029,15,112,2,6,3,1.9332057097673645,0.13392857142857142,0.3333333333333333,0.5
137,26446,64201,12,169,1,11,2,0.41192504789645024,0.07100591715976332,0.09090909090909091,0.18181818181818182
138,1206,37265,8,40,3,7,1,0.032362806923386556,0.2,0.42857142857142855,0.14285714285714285
139,22518,48872,12,70,3,10,3,0.4607546243247667,0.17142857142857143,0.3,0.3
140,23361,51197,8,57,1,11,1,0.4562962673594156,0.14035087719298245,0.09090909090909091,0.09090909090909091
141,24419,60180,10,39,0,12,3,0.40576603522765037,0.2564102564102564,0.0,0.25
142,49702,28710,3,176,2,7,3,1.731173807035876,0.017045454545454544,0.2857142857142857,0.42857142857142855
143,42523,34486,1,198,2,8,3,1.2330510931972394,0.005050505050505051,0.25,0.375
144,46151,76907,5,151,3,3,2,0.6000884184794623,0.033112582781456956,1.0,0.6666666666666666
145,23403,76895,13,74,2,13,1,0.3043500877820404,0.17567567567567569,0.15384615384615385,0.07692307692307693
146,19141,69435,3,111,1,14,0,0.2756678908331533,0.02702702702702703,0.07142857142857142,0.0
147,15820,45631,5,47,0,9,0,0.3466941333742412,0.10638297872340426,0.0,0.0
148,41342,25103,18,23,1,6,0,1.6468947934509819,0.782608695652174,0.16666666666666666,0.0
149,7374,69772,5,169,4,13,0,0.10568709510978616,0.029585798816568046,0.3076923076923077,0.0
150,2678,19382,1,95,3,4,3,0.13816943555876587,0.010526315789473684,0.75,0.75
151,34827,89291,17,192,2,7,1,0.3900393096728674,0.08854166666666667,0.2857142857142857,0.14285714285714285
152,17198,8756,12,86,4,14,1,1.9641388761991776,0.13953488372093023,0.2857142857142857,0.07142857142857142
153,10914,25609,8,105,2,5,2,0.426178296692569,0.0761904761904762,0.4,0.4
154,28890,21478,18,181,0,8,1,1.3450973088741969,0.09944751381215469,0.0,0.125
155,23299,44666,12,110,0,10,1,0.5216271884654995,0.10909090909090909,0.0,0.1
156,44585,80683,10,124,0,9,1,0.5525947225561766,0.08064516129032258,0.0,0.1111111111111111
157,44689,76315,0,20,2,5,2,0.5855860577868047,0.0,0.4,0.4
158,43557,82834,6,91,4,10,0,0.5258348021343893,0.06593406593406594,0.4,0.0
159,45020,19153,14,106,0,4,1,2.3505456064324126,0.1320754716981132,0.0,0.25
160,3693,81325,0,185,4,12,2,0.04541039040885336,0.0,0.3333333333333333,0.16666666666666666
161,30467,17999,11,25,2,11,2,1.692705150286127,0.44,0.18181818181818182,0.18181818181818182
162,30723,60318,6,172,4,6,3,0.5093504426539341,0.03488372093023256,0.6666666666666666,0.5
163,47699,5814,14,164,2,3,2,8.204162366701066,0.08536585365853659,0.6666666666666666,0.6666666666666666
164,4627,81077,18,80,2,10,0,0.057069205816692774,0.225,0.2,0.0
165,26939,95474,0,31,3,9,1,0.2821605882229717,0.0,0.3333333333333333,0.1111111111111111
166,49925,7443,16,25,2,13,2,6.707644766895069,0.64,0.15384615384615385,0.15384615384615385
167,43941,80993,16,46,2,7,0,0.5425283666489696,0.34782608695652173,0.2857142857142857,0.0
168,22834,80916,2,155,1,12,2,0.2821938800731623,0.012903225806451613,0.08333333333333333,0.16666666666666666
169,19047,78319,11,143,0,7,2,0.24319769149248585,0.07692307692307693,0.0,0.2857142857142857
170,27105,22368,5,125,3,9,2,1.2117757510729614,0.04,0.3333333333333333,0.2222222222222222
171,11230,20328,10,112,3,7,2,0.5524399842581661,0.08928571428571429,0.42857142857142855,0.2857142857142857
172,16707,61942,2,128,3,10,2,0.269720060701947,0.015625,0.3,0.2
173,22976,96751,7,118,1,13,0,0.2374755816477349,0.059322033898305086,0.07692307692307693,0.0
174,45262,32306,13,187,2,8,1,1.4010400544790442,0.06951871657754011,0.25,0.125
175,24776,90451,13,161,0,7,1,0.273916264054571,0.08074534161490683,0.0,0.14285714285714285
176,31080,44915,9,54,4,11,1,0.6919737281531783,0.16666666666666666,0.36363636363636365,0.09090909090909091
177,2306,42219,1,195,2,13,1,0.054619957838887706,0.005128205128205128,0.15384615384615385,0.07692307692307693
178,7776,85879,13,103,1,4,0,0.09054600076852315,0.1262135922330097,0.25,0.0
179,28251,69644,8,75,2,3,3,0.4056487278157487,0.10666666666666667,0.6666666666666666,1.0
180,10474,65279,2,196,2,10,3,0.16044976179169412,0.01020408163265306,0.2,0.3
181,41294,58028,7,160,1,14,0,0.7116219755979872,0.04375,0.07142857142857142,0.0
182,22959,5126,15,68,3,5,0,4.4789309403043305,0.22058823529411764,0.6,0.0
183,6530,57329,1,65,3,13,2,0.11390395785727991,0.015384615384615385,0.23076923076923078,0.15384615384615385
184,30320,32632,5,132,0,14,2,0.929149301299338,0.03787878787878788,0.0,0.14285714285714285
185,4748,70310,11,155,0,14,2,0.06752951216043238,0.07096774193548387,0.0,0.14285714285714285
186,32968,60176,4,62,3,14,1,0.5478596118053709,0.06451612903225806,0.21428571428571427,0.07142857142857142
187,33562,91066,1,167,4,9,2,0.3685458897942152,0.005988023952095809,0.4444444444444444,0.2222222222222222
188,14545,49327,15,143,2,12,3,0.2948689358769031,0.1048951048951049,0.16666666666666666,0.25
189,1663,73904,4,116,4,13,1,0.022502164970772894,0.034482758620689655,0.3076923076923077,0.07692307692307693
190,35766,8797,14,109,2,10,2,4.0657042173468225,0.12844036697247707,0.2,0.2
191,8994,52882,11,58,3,8,1,0.1700767747059491,0.1896551724137931,0.375,0.125
192,29021,18718,3,104,0,14,3,1.5504327385404424,0.028846153846153848,0.0,0.21428571428571427
193,31303,39560,14,196,0,12,2,0.7912790697674419,0.07142857142857142,0.0,0.16666666666666666
194,4304,81589,10,81,4,11,3,0.05275220924389317,0.12345679012345678,0.36363636363636365,0.2727272727272727
195,47576,27116,15,125,0,9,3,1.7545360672665584,0.12,0.0,0.3333333333333333
196,40353,41244,5,126,3,12,3,0.9783968577247599,0.03968253968253968,0.25,0.25
197,18675,6645,13,73,4,7,2,2.8103837471783297,0.1780821917808219,0.5714285714285714,0.2857142857142857
198,45417,52523,17,145,2,10,0,0.8647068903147193,0.11724137931034483,0.2,0.0
199,24938,24256,11,28,0,4,2,1.0281167546174141,0.39285714285714285,0.0,0.5
200,24664,58173,10,107,1,9,3,0.4239767589775325,0.09345794392523364,0.1111111111111111,0.3333333333333333
201,2636,42430,12,56,0,6,2,0.06212585434833844,0.21428571428571427,0.0,0.3333333333333333
202,21080,44282,10,68,2,11,3,0.47603992592927147,0.14705882352941177,0.18181818181818182,0.2727272727272727
203,28728,68374,15,60,4,14,0,0.4201597098312224,0.25,0.2857142857142857,0.0
204,27736,73244,14,36,2,3,1,0.37867948227841186,0.3888888888888889,0.6666666666666666,0.3333333333333333
205,29673,16694,14,107,1,9,0,1.7774649574697496,0.1308411214953271,0.1111111111111111,0.0
206,38505,61264,3,40,3,8,0,0.6285094019326195,0.075,0.375,0.0
207,48323,80060,10,70,0,10,1,0.6035848113914564,0.14285714285714285,0.0,0.1
208,47645,62545,18,78,4,7,2,0.7617715245023583,0.23076923076923078,0.5714285714285714,0.2857142857142857
209,1854,44224,14,186,3,3,1,0.041922937771345876,0.07526881720430108,1.0,0.3333333333333333
210,25548,18224,3,60,2,3,2,1.4018876207199298,0.05,0.6666666666666666,0.6666666666666666
211,39623,45738,12,58,4,11,2,0.8663037299400935,0.20689655172413793,0.36363636363636365,0.18181818181818182
212,8392,30150,18,160,3,12,3,0.27834162520729683,0.1125,0.25,0.25
213,47717,68731,1,30,4,8,3,0.6942573220235411,0.03333333333333333,0.5,0.375
214,22556,54688,13,166,1,12,1,0.41244880046811,0.0783132530120482,0.08333333333333333,0.08333333333333333
215,39559,78509,3,158,1,7,0,0.5038785362187774,0.0189873417721519,0.14285714285714285,0.0
216,27309,13577,15,96,0,3,1,2.011416365912941,0.15625,0.0,0.3333333333333333
217,22919,13070,19,146,0,8,2,1.753557765876052,0.13013698630136986,0.0,0.25
218,5931,13666,13,65,1,8,3,0.43399678033074784,0.2,0.125,0.375
219,33970,62761,14,64,4,5,1,0.5412596994949093,0.21875,0.8,0.2
220,45215,41368,2,20,1,10,1,1.0929945851866176,0.1,0.1,0.1
221,13688,11783,7,187,0,3,3,1.1616735975558008,0.0374331550802139,0.0,1.0
222,26342,46914,15,127,1,3,3,0.5614955024086626,0.11811023622047244,0.3333333333333333,1.0
223,38157,75507,9,38,1,8,3,0.5053438754022805,0.23684210526315788,0.125,0.375
224,3327,84026,3,95,4,12,2,0.03959488729678909,0.031578947368421054,0.3333333333333333,0.16666666666666666
225,41772,72526,17,91,3,3,3,0.5759589664396216,0.18681318681318682,1.0,1.0
226,41545,75835,1,128,0,8,0,0.5478341135359662,0.0078125,0.0,0.0
227,1197,50765,16,31,4,3,1,0.023579237663744704,0.5161290322580645,1.3333333333333333,0.3333333333333333
228,24509,24956,12,180,1,8,3,0.9820884757172624,0.06666666666666667,0.125,0.375
229,35698,92895,3,64,1,5,3,0.38428333064212283,0.046875,0.2,0.6
230,45542,51240,10,109,3,10,2,0.8887978142076502,0.09174311926605505,0.3,0.2
231,16087,42148,6,122,0,8,2,0.3816788459713391,0.04918032786885246,0.0,0.25
232,23671,99270,11,27,0,13,1,0.2384506900372721,0.4074074074074074,0.0,0.07692307692307693
233,26184,9757,9,172,2,3,0,2.683611765911653,0.05232558139534884,0.6666666666666666,0.0
234,28848,24097,6,110,0,7,1,1.1971614723824542,0.05454545454545454,0.0,0.14285714285714285
235,43107,15395,12,193,3,10,3,2.800064956154596,0.06217616580310881,0.3,0.3
236,21666,21241,6,106,2,5,0,1.0200084741772986,0.05660377358490566,0.4,0.0
237,45357,32696,16,177,2,14,0,1.3872339124051871,0.0903954802259887,0.14285714285714285,0.0
238,16708,75480,9,194,1,8,0,0.22135665076841549,0.04639175257731959,0.125,0.0
239,27370,51163,9,196,1,7,0,0.5349569024490355,0.04591836734693878,0.14285714285714285,0.0
240,3811,24816,3,194,0,8,1,0.15357027724049,0.015463917525773196,0.0,0.125
241,48011,54840,19,103,2,12,2,0.875474106491612,0.18446601941747573,0.16666666666666666,0.16666666666666666
242,7546,57853,3,101,1,3,2,0.1304340310787686,0.0297029702970297,0.3333333333333333,0.6666666666666666
243,35754,29917,6,165,3,9,3,1.1951064612093458,0.03636363636363636,0.3333333333333333,0.3333333333333333
244,31206,26566,0,87,1,11,2,1.1746593390047428,0.0,0.09090909090909091,0.18181818181818182
245,42106,80452,11,180,1,4,2,0.5233679709640531,0.06111111111111111,0.25,0.5
246,12411,67823,12,146,2,12,2,0.18299102074517495,0.0821917808219178,0.16666666666666666,0.16666666666666666
247,3911,25806,9,183,2,7,2,0.15155390219328838,0.04918032786885246,0.2857142857142857,0.2857142857142857
248,2734,80520,14,101,4,12,3,0.03395429706905117,0.13861386138613863,0.3333333333333333,0.25
249,19227,6759,12,166,3,6,1,2.8446515756768753,0.07228915662650602,0.5,0.16666666666666666
250,9680,46949,8,175,2,8,0,0.20618117531789815,0.045714285714285714,0.25,0.0
251,20360,97374,8,187,0,8,2,0.209090722369421,0.0427807486631016,0.0,0.25
252,19343,7482,14,103,3,13,1,2.5852713178294575,0.13592233009708737,0.23076923076923078,0.07692307692307693
253,6759,29442,9,132,3,4,2,0.22957000203790504,0.06818181818181818,0.75,0.5
254,24078,38719,9,95,2,4,2,0.621865234122782,0.09473684210526316,0.5,0.5
255,36153,63066,7,141,3,6,0,0.5732565883360289,0.04964539007092199,0.5,0.0
256,12111,98501,15,162,2,3,0,0.1229530664663303,0.09259259259259259,0.6666666666666666,0.0
257,38504,7079,16,60,1,11,0,5.439186325752225,0.26666666666666666,0.09090909090909091,0.0
258,2802,7717,4,186,4,9,2,0.36309446676169493,0.021505376344086023,0.4444444444444444,0.2222222222222222
259,9155,64676,3,21,1,14,2,0.14155173480116273,0.14285714285714285,0.07142857142857142,0.14285714285714285
260,9120,32952,17,48,2,9,2,0.2767662053896577,0.3541666666666667,0.2222222222222222,0.2222222222222222
261,40384,91444,18,124,2,5,0,0.44162547570097543,0.14516129032258066,0.4,0.0
262,48025,47460,3,70,1,13,3,1.0119047619047619,0.04285714285714286,0.07692307692307693,0.23076923076923078
263,48254,95397,6,94,0,14,1,0.505823034267325,0.06382978723404255,0.0,0.07142857142857142
264,22918,77847,9,29,0,5,3,0.29439798579264453,0.3103448275862069,0.0,0.6
265,21445,98607,17,161,0,3,2,0.2174794892857505,0.10559006211180125,0.0,0.6666666666666666
266,31306,94106,18,70,2,5,2,0.3326674175929271,0.2571428571428571,0.4,0.4
267,17646,23449,3,137,3,5,3,0.7525267602029937,0.021897810218978103,0.6,0.6
268,47843,38536,9,140,2,6,2,1.2415144280672619,0.06428571428571428,0.3333333333333333,0.3333333333333333
269,32065,69077,0,58,3,6,1,0.4641921334163325,0.0,0.5,0.16666666666666666
270,26199,43258,17,47,1,5,2,0.605645198575986,0.3617021276595745,0.2,0.4
271,42976,53302,4,22,4,12,1,0.8062736857904018,0.18181818181818182,0.3333333333333333,0.08333333333333333
272,17371,33865,14,103,3,14,3,0.5129484718736158,0.13592233009708737,0.21428571428571427,0.21428571428571427
273,12835,11645,16,174,0,10,3,1.102189781021898,0.09195402298850575,0.0,0.3
274,46936,43000,2,136,2,10,2,1.0915348837209302,0.014705882352941176,0.2,0.2
275,3049,31737,11,21,1,3,1,0.09607083215174717,0.5238095238095238,0.3333333333333333,0.3333333333333333
276,32616,16485,1,112,0,9,2,1.97852593266606,0.008928571428571428,0.0,0.2222222222222222
277,39191,43565,0,185,1,13,0,0.8995983013887295,0.0,0.07692307692307693,0.0
278,48357,30522,16,150,4,4,0,1.5843326125417732,0.10666666666666667,1.0,0.0
279,21932,70155,15,163,2,3,0,0.31262205117240394,0.09202453987730061,0.6666666666666666,0.0
280,30855,60168,4,113,2,5,0,0.5128141204627045,0.035398230088495575,0.4,0.0
281,8158,57487,14,59,4,6,2,0.14191034494755336,0.23728813559322035,0.6666666666666666,0.3333333333333333
282,44016,17342,2,21,2,8,0,2.5381155576058125,0.09523809523809523,0.25,0.0
283,8400,45806,6,100,3,12,1,0.18338208968257433,0.06,0.25,0.08333333333333333
284,43642,53770,10,188,1,7,3,0.8116421796540823,0.05319148936170213,0.14285714285714285,0.42857142857142855
285,16151,83623,9,31,0,6,3,0.19314064312449924,0.2903225806451613,0.0,0.5
286,2154,80629,8,182,4,10,0,0.026714953676716814,0.04395604395604396,0.4,0.0
287,5499,57603,13,84,3,13,0,0.0954637779282329,0.15476190476190477,0.23076923076923078,0.0
288,7295,86974,12,74,0,14,0,0.08387564099615977,0.16216216216216217,0.0,0.0
289,13183,31399,1,64,0,6,2,0.4198541354820217,0.015625,0.0,0.3333333333333333
290,30299,90382,2,120,4,12,3,0.3352326790732668,0.016666666666666666,0.3333333333333333,0.25
